category,city,cnt
life,bianba,8
life,luolong,8
life,mangkang,18
life,zuogong,19
life,basu,12
life,chaya,1
life,dingqing,12
life,leiwuqi,10
life,gongjue,4
life,jianda,0
life,changdu,24
life,nima,7
life,baqing,3
life,bange,6
life,suoxian,2
life,shenzha,5
life,anduo,11
life,nierong,4
life,biru,11
life,jiali,3
life,naquxian,80
life,muzhugongka,33
life,dazi,18
life,duilongdeqing,82
life,qushui,13
life,nimu,22
life,dangxiong,57
life,linzhouxian,20
life,naqu,132
life,changdudiqu,116
life,shannan,210
life,ali,128
life,rikazediqu,385
life,linzhi,290
life,lasa,1728
life,shuichengxian,38
life,anliu,32
life,ceheng,6
life,wangmo,20
life,qinglongxian,12
life,puan,15
life,xingren,58
life,zhenfeng,15
life,xingyi,389
life,sandu,29
life,huishui,76
life,liuli,65
life,luodian,34
life,dushan,53
life,changshun,18
life,guiding,45
life,pingtang,25
life,fuquan,38
life,wengan,45
life,duyun,266
life,danzhai,23
life,libo,42
life,majian,26
life,leishan,62
life,congjian,38
life,rongjian,39
life,liping,56
life,taijian,51
life,jianhe,4
life,jinping,19
life,tianzhu,45
life,cengong,15
life,zhenyuan,124
life,sansui,34
life,shibing,32
life,huangping,33
life,kaili,362
life,songtao,77
life,yanhe,50
life,yinjiang,61
life,yuping,51
life,dejian,83
life,sinan,53
life,shiqian,58
life,jiankou,55
life,tongren,307
life,weining,52
life,hezhang,30
life,nayong,33
life,zhijin,63
life,jinsha,45
life,qianxixian,86
life,dafang,44
life,bijie,269
life,ziyun,31
life,zhenning,71
life,guanling,33
life,puding,67
life,pingba,65
life,wuchuanzzxian,21
life,daozhen,36
life,xishuixian,55
life,yuqing,43
life,meitan,131
life,fenggang,60
life,zhengan,42
life,suiyang,106
life,tongzi,204
life,zunyixian,178
life,renhuai,216
life,chishui,54
life,panxian,144
life,xifengxian,47
life,xiuwen,58
life,kaiyang,91
life,qingzhen,221
life,baiyunshan,0
life,xijiangqianhu,25
life,huangguoshu,13
life,qianxinan,547
life,bijiediqu,622
life,qiannan,736
life,tongrendiqu,801
life,liupanshui,716
life,anshun,693
life,qiandongnan,964
life,zunyi,2194
life,guiyang,4244
life,dalishi,961
life,wszfuning,70
life,guangnan,38
life,qiubei,80
life,maguan,62
life,malipo,39
life,xichou,23
life,yanshanxian,80
life,wenshanxian,646
life,pingbian,24
life,helou,50
life,jinpingxian,33
life,honghexian,23
life,yuanyangxian,31
life,hhluxi,58
life,mile,203
life,shiping,31
life,jianshui,157
life,lvchun,11
life,kaiyuanshi,209
life,mengzi,455
life,mengla,96
life,gejiu,172
life,menghai,78
life,jinghong,615
life,lufengxian,87
life,wuding,89
life,yuanmou,66
life,yongren,40
life,dayao,48
life,yaoan,46
life,nanhua,43
life,moding,54
life,shuangbo,31
life,chuxiong,447
life,weishanxian,51
life,nanjian,35
life,yangbi,8
life,heqing,38
life,jianchuan,28
life,eryuan,21
life,yunliu,14
life,yongping,23
life,midu,38
life,binchuan,66
life,xiangyun,89
life,weixi,36
life,deqin,41
life,xianggelila,301
life,lanping,34
life,gongshan,20
life,fugong,21
life,lushui,64
life,longchuan,31
life,yingjian,32
life,lianghe,9
life,ruili,123
life,luxishi,132
life,changyuanxian,42
life,genma,66
life,shuangjiang,48
life,zhenkang,37
life,yongde,38
life,yunxianxian,73
life,fengqing,43
life,ximeng,15
life,lancang,104
life,menglian,29
life,jiangcheng,16
life,zhenyuanzzxian,27
life,jinggu,78
life,jingdong,52
life,mojiang,35
life,puerxian,61
life,ninglang,97
life,yulong,56
life,huapin,64
life,yongsheng,45
life,shuifu,30
life,weixin,24
life,yiliangxian,14
life,zhenxiong,24
life,suijian,36
life,yongshan,63
life,daguan,17
life,yanjinxian,14
life,qiaojia,24
life,ludian,24
life,cangning,37
life,liuling,40
life,tengchong,221
life,shidian,29
life,yuanjiang,47
life,xinping,61
life,eshan,40
life,yimen,68
life,huaning,64
life,tonghai,64
life,chengjian,93
life,jiangchuan,73
life,huize,96
life,luliang,87
life,shizong,61
life,luoping,102
life,fuyuanxian,68
life,zhanyi,78
life,maliu,66
life,xuanwei,169
life,xundian,109
life,luquanxian,113
life,shilin,79
life,songming,123
life,yiliang,127
life,fumin,50
life,jinning,99
life,chenggong,288
life,anning,320
life,shuanglang,42
life,xizhou,8
life,linchang,544
life,wenshan,1038
life,zhaotong,639
life,nujiang,139
life,puer,875
life,chuxiongzhou,951
life,honghe,1457
life,dehong,327
life,qujing,1578
life,baoshan,698
life,yuxi,1230
life,xishuangbanna,795
life,diqing,378
life,dali,1372
life,lijiang,1269
life,kunming,8012
life,wenjiang,1177
life,xindu,1636
life,bazhouqu,555
life,muli,16
life,leibo,42
life,meigu,13
life,ganluo,22
life,yuexixian,28
life,mianning,68
life,xide,21
life,zhaojue,25
life,jinyang,9
life,butuo,10
life,puge,23
life,ningnan,59
life,huidongxian,63
life,decang,140
life,yanyuan,41
life,derong,5
life,huili,95
life,daocheng,42
life,gzzxiangcheng,9
life,batang,17
life,litang,25
life,seda,14
life,shiqu,5
life,baiyu,1
life,dege,8
life,xinliu,3
life,ganzixian,38
life,luhuo,13
life,daofu,18
life,yajian,10
life,jiuliu,13
life,danba,24
life,luding,56
life,hongyuan,23
life,nuoergai,42
life,abaxian,34
life,rangtang,6
life,heishui,17
life,xiaojin,33
life,jinchuan,33
life,jiuzhaigou,114
life,songpan,73
life,maoxian,64
life,ablixian,50
life,wenchuan,108
life,maerkang,73
life,baoxing,21
life,yalushan,65
life,tianquan,73
life,shimian,75
life,hanyuan,152
life,yingjing,113
life,qingshen,134
life,danleng,86
life,hongya,148
life,pengshan,242
life,renshou,512
life,anyue,233
life,lezhi,120
life,jianyang,316
life,quxian,110
life,dazhu,161
life,kaijian,72
life,xuanhan,131
life,wanyuan,99
life,pingcang,89
life,nanjiang,116
life,tongjiangxian,77
life,yanbianxian,57
life,miyi,80
life,pingshanxian,9
life,xingwen,40
life,gongxian,75
life,junlian,90
life,gaoxian,57
life,changningxian,123
life,jianan,114
life,yibinxian,170
life,gulin,67
life,xuyong,80
life,hejianxian,136
life,luxian,126
life,fushunxian,378
life,rongxianxian,267
life,mabian,40
life,ebian,24
life,muchuan,50
life,jiajian,189
life,jingyan,79
life,jianwei,180
life,emeishan,423
life,longcang,206
life,zizhong,253
life,weiyuan,284
life,daying,326
life,shehong,345
life,pengxi,96
life,linshui,119
life,wusheng,142
life,yuechi,252
life,huayinshi,164
life,xichong,227
life,yilong,164
life,pengan,156
life,yingshanxian,188
life,nanbu,459
life,langzhong,493
life,zhongjian,341
life,luojian,162
life,mianzhu,459
life,guanghan,565
life,shifang,475
life,pingwu,76
life,beichuan,40
life,zitong,252
life,anxian,491
life,yanting,198
life,santai,489
life,jianyou,994
life,cangxi,143
life,jiange,92
life,qingchuan,51
life,wangcang,78
life,xinjin,463
life,pujiangxian,266
life,dayi,592
life,pixian,1777
life,shuangliu,3212
life,jintang,711
life,pengzhou,807
life,dujiangyan,1140
life,kangding,121
life,xichang,709
life,luguhu,53
life,tiantaishan,12
life,qingchengshan,115
life,xilingxueshan,32
life,huashuiwan,23
life,bazhong,837
life,ziyang,1317
life,panzhihua,779
life,meishan,2076
life,guangan,1273
life,guangyuan,1183
life,ganzi,422
life,dazhou,1584
life,luzhou,1456
life,neijiang,1570
life,suining,1703
life,liangshan,1384
life,yaan,1184
life,deyang,3604
life,yibin,1635
life,aba,670
life,nanchong,3426
life,mianyang,5826
life,leshan,2080
life,zigong,1752
life,chengdu,28853
life,gongqingcheng,64
life,lushan,292
life,yongxin,27
life,anfu,42
life,wanan,47
life,suichuan,57
life,taihexian,60
life,yongfeng,57
life,jaxinganxian,48
life,xiajian,32
life,jishui,47
life,jianxian,105
life,jinggangshan,55
life,tonggu,31
life,jingan,36
life,yifeng,66
life,shanggao,96
life,wanzai,105
life,fengxin,73
life,gaoan,143
life,zhangshu,144
life,fengchengshi,246
life,guangcang,51
life,dongxiang,113
life,zixi,25
life,jinxi,70
life,yihuang,43
life,lean,36
life,chongren,73
life,nanfeng,111
life,lichuanxian,36
life,nancheng,90
life,wuyuan,146
life,wannian,46
life,poyang,142
life,yugan,69
life,sryiyang,72
life,hengfeng,55
life,qianshanxian,45
life,yushan,166
life,guangfeng,144
life,shangraoxian,218
life,dexing,49
life,shicheng,52
life,xunwu,50
life,huicang,59
life,xingguo,124
life,yudu,113
life,ningdu,55
life,quannan,37
life,dingnan,57
life,liunan,73
life,anyuan,62
life,chongyi,53
life,shangyou,56
life,dayu,90
life,xinfeng,153
life,ganxian,160
life,nankang,366
life,ruijin,252
life,luxi,74
life,shangli,92
life,lianhua,39
life,fenyi,97
life,yujian,82
life,guixi,157
life,fuliang,82
life,leping,181
life,pengze,45
life,hukou,56
life,ducang,54
life,xingzi,70
life,dean,77
life,yongxiu,92
life,xiushui,109
life,wuning,84
life,jiujiangxian,70
life,ruicang,129
life,anyi,74
life,mingyueshan,28
life,longhushan,11
life,sanqingshan,30
life,jiangxifuzhou,1137
life,yingtan,511
life,pingxiang,843
life,jiangxiyichun,1431
life,xinyu,732
life,jian,959
life,jingdezhen,848
life,shangrao,1662
life,jiujiang,1846
life,ganzhou,2725
life,nanchang,4149
life,liushan,74
life,yongshun,62
life,guzhang,18
life,baojing,38
life,huayuan,36
life,fenghuang,199
life,xxluxi,24
life,jishou,266
life,xinhua,169
life,shuangfeng,92
life,lianyuan,115
life,lengshuijiang,107
life,tongdao,41
life,jingzhouxian,74
life,zhijiang,57
life,xinhuang,44
life,mayang,55
life,huitong,53
life,zhongfang,29
life,xupu,117
life,chenxi,60
life,yuanling,83
life,hongjian,68
life,chengbu,16
life,xinning,36
life,zysuining,29
life,dongkou,42
life,longhui,70
life,xinshao,39
life,shaoyangxian,28
life,shaodong,182
life,wugangshi,46
life,jianghua,41
life,qiyang,98
life,shuangpai,20
life,lanshan,31
life,xintian,23
life,jianyong,11
life,ningyuan,66
life,daoxian,44
life,dongan,62
life,anren,41
life,guidong,21
life,rucheng,42
life,linwu,80
life,jiahe,33
life,yizhang,63
life,yongxing,77
life,guiyangxian,107
life,zixing,89
life,qidongxian,140
life,hengdong,105
life,hengshan,50
life,hengnan,87
life,hengyangxian,108
life,leiyang,386
life,changning,115
life,xiangtanxian,403
life,shaoshan,69
life,xiangxiang,294
life,yanlingxian,71
life,chaling,76
life,youxian,151
life,zhuzhouxian,66
life,liling,202
life,pingjian,217
life,xiangyin,213
life,huarong,168
life,yueyangxian,146
life,linxiang,137
life,miluo,260
life,anhua,89
life,taojian,127
life,nanxian,146
life,yuanjian,213
life,shimen,91
life,taoyuanxian,176
life,linli,96
life,cdlixian,210
life,hanshou,187
life,anxiang,130
life,jinshi,127
life,sangzhi,42
life,cili,92
life,ningxiang,535
life,liuyang,467
life,yongzhou,843
life,loudi,1021
life,chenzhou,1368
life,huaihua,1329
life,yiyang,1384
life,changde,2270
life,yueyang,2350
life,shaoyang,955
life,xiangtan,1965
life,zhuzhou,2429
life,hengyang,2264
life,zhangjiajie,621
life,xiangxi,717
life,changsha,9237
life,szsuixian,53
life,yiling,212
life,laifeng,38
life,hefeng,35
life,xianfeng,52
life,xuanen,23
life,badong,55
life,jianshixian,55
life,lichuan,164
life,enshi,427
life,guangshui,114
life,wufeng,24
life,changyang,74
life,zigui,107
life,xingshan,24
life,yuanan,39
life,dangyang,162
life,yidu,150
life,zhijian,185
life,jianli,137
life,gongan,163
life,jianling,37
life,songzi,133
life,honghu,142
life,shishou,118
life,tongshanxian,109
life,chongyang,113
life,tongchengxian,129
life,jiayu,85
life,chibi,204
life,yangxinxian,115
life,daye,263
life,tuanfeng,64
life,huangmei,121
life,qichun,137
life,xishui,126
life,yingshan,53
life,luotian,72
life,hongan,86
life,wuxue,176
life,macheng,171
life,yunmeng,84
life,dawu,30
life,xiaocang,64
life,hanchuan,245
life,anlu,98
life,yingcheng,124
life,jingshan,169
life,shayang,111
life,zhongxiang,272
life,baokang,42
life,guchengxian,94
life,nanzhang,105
life,yicheng,155
life,zaoyang,163
life,laohekou,112
life,zhuxi,41
life,yunxi,33
life,fangxian,50
life,zhushan,29
life,yunxian,56
life,danjiangkou,117
life,shennongjia,33
life,sanxia,14
life,wudangshan,44
life,xiantao,384
life,tianmen,196
life,ezhou,441
life,enshizhou,849
life,xiaogan,1319
life,suizhou,555
life,qianjiang,294
life,xianning,1093
life,jinmen,1231
life,xiangyang,2478
life,huangshi,1073
life,shiyan,1001
life,huanggang,1473
life,jingzhou,2170
life,yichang,2219
life,wuhan,12264
life,zhengyang,72
life,xincha,80
life,pingyu,141
life,runan,95
life,shangcha,154
life,xiping,172
life,suiping,89
life,miyang,94
life,queshan,96
life,shenqiu,133
life,huaiyang,132
life,dancheng,76
life,luyi,140
life,taikang,80
life,shangshui,107
life,xihua,101
life,fugou,99
life,xiangcheng,171
life,xinxianxian,59
life,luoshan,112
life,shangcheng,117
life,gushi,212
life,guangshan,79
life,huaibin,53
life,xyxixian,71
life,tongbo,73
life,xinye,162
life,tanghe,145
life,sheqi,63
life,xichuan,116
life,neixiang,108
life,zhenping,156
life,xixia,116
life,fangcheng,101
life,nanzhao,79
life,dengzhou,236
life,jiaxian,134
life,pdslushan,151
life,yexian,105
life,baofeng,108
life,ruzhou,219
life,wugang,101
life,linying,135
life,wuyang,111
life,xcxiangcheng,124
life,yanling,99
life,xuchangxian,132
life,changge,292
life,yuzhou,282
life,zhecheng,127
life,xiayi,105
life,suixian,114
life,ningling,66
life,minquan,117
life,yuchengxian,85
life,lankao,87
life,kaifengxian,69
life,weishi,163
life,yongcheng,263
life,tongxu,73
life,kfqixian,66
life,puyangxian,102
life,taiqian,34
life,fanxian,58
life,nanle,76
life,qingfeng,83
life,neihuang,82
life,huaxian,149
life,tangyin,146
life,anyangxian,95
life,linzhou,327
life,hbqixian,91
life,xunxian,173
life,changyuan,146
life,fengqiu,76
life,yanjin,29
life,yuanyang,54
life,huojia,40
life,xinxiangxian,55
life,huixian,190
life,weihui,53
life,wenxian,105
life,wuzhi,138
life,boai,114
life,xiuwu,67
life,qinyang,170
life,mengzhou,100
life,yichuan,262
life,luoning,68
life,lyyiyang,122
life,ruyang,98
life,songxian,126
life,luanchuan,129
life,xinan,195
life,mengjin,118
life,yanshi,253
life,lushi,70
life,shanxian,69
life,lingbao,207
life,yima,85
life,zhongmo,338
life,shenchixian,93
life,xingyang,392
life,gongyi,341
life,xinmi,236
life,dengfeng,386
life,xinzheng,503
life,huangchuan,127
life,jiyuan,368
life,hebi,714
life,zhumadian,1594
life,luohe,948
life,sanmenxia,854
life,xinyang,1786
life,shangqiu,1649
life,zhoukou,1467
life,pingdingshan,1573
life,jiaozuo,1736
life,nanyang,2717
life,puyang,1147
life,anyang,1799
life,xuchang,1621
life,kaifeng,1160
life,luoyang,4177
life,xinxiang,1568
life,zhengzhou,8633
life,jinmenxian,10
life,zhouning,31
life,gutian,88
life,pingnan,35
life,zherong,43
life,xiapu,103
life,shouning,18
life,fuan,190
life,liancheng,62
life,wuping,54
life,shanghang,105
life,yongding,100
life,changting,93
life,zhangping,76
life,zhangpu,238
life,dehua,93
life,yongchun,63
life,anxi,393
life,huian,252
life,jianning,23
life,taining,35
life,jiangle,44
life,shaxian,87
life,youxi,73
life,datian,67
life,ninghua,46
life,qingliu,18
life,mingxi,35
life,yongan,133
life,zhenghe,43
life,songxi,12
life,guangze,31
life,pucheng,44
life,shuncang,26
life,jianyangshi,125
life,jianou,143
life,shaowu,97
life,pingtan,152
life,yongtai,60
life,luoyuan,68
life,lianjiangxian,209
life,gulangyu,101
life,fuding,173
life,liuhai,279
life,nanan,408
life,jinjiang,907
life,shishi,464
life,wuyishan,287
life,changle,280
life,fuqing,552
life,putian,1361
life,sanming,864
life,ningde,1061
life,nanping,1083
life,longyan,1173
life,zhangzhou,1877
life,quanzhou,4318
life,xiamen,5471
life,fuzhou,5442
life,datongqu,87
life,jixixian,76
life,jingde,36
life,jingxianxian,131
life,guangde,220
life,langxi,108
life,ningguo,286
life,qingyangxian,113
life,shitai,33
life,dongzhi,43
life,hexian,116
life,hanshan,76
life,wuweixian,170
life,lujian,253
life,huoshan,66
life,jinzhai,64
life,shucheng,119
life,huoqiu,108
life,shouxian,124
life,qimen,41
life,hsyixian,85
life,xiuning,74
life,hsxixian,109
life,yuexi,102
life,wangjian,72
life,susong,93
life,taihu,91
life,qianshan,98
life,zongyang,71
life,huaining,108
life,tongcheng,174
life,tonglingxian,123
life,nanling,192
life,fancang,152
life,wuhuxian,177
life,dangtou,233
life,fengyangxian,127
life,dingyuan,176
life,quanjiao,188
life,laian,67
life,tianchang,347
life,mingguang,161
life,fengtai,232
life,guzhen,101
life,wuhe,114
life,huaiyuan,176
life,yingshang,188
life,funan,139
life,taihe,186
life,linquan,183
life,jieshou,92
life,lixin,126
life,mengcheng,190
life,woyang,136
life,suixi,179
life,sixian,79
life,lingbi,133
life,xiaoxian,119
life,dangshan,128
life,feixi,363
life,changfeng,261
life,jiuhuashan,9
life,xidi,8
life,feidong,332
life,hongcun,33
life,tianzhushan,3
life,liuan,1097
life,chizhou,480
life,tongling,694
life,bozhou,1018
life,xuancheng,1301
life,chaohu,353
life,fuyang,1776
life,huaibei,745
life,maanshan,1292
life,anqing,1425
life,chuzhou,1629
life,huainan,1534
life,anhuisuzhou,1397
life,wuhu,2035
life,bengbu,1440
life,huangshan,894
life,hefei,7504
life,jingning,49
life,lsqingyuan,67
life,songyang,74
life,suicang,88
life,yunhe,85
life,qingtian,186
life,jinyun,190
life,liuquan,164
life,yuhuan,405
life,xianju,354
life,tiantai,335
life,sanmen,215
life,wenling,1020
life,linhai,793
life,panan,104
life,pujiang,361
life,wuyixian,332
life,dongyang,1020
life,lanxi,343
life,liuyou,189
life,kaihua,116
life,changshan,97
life,jianshan,279
life,xincang,241
life,shaoxingxian,683
life,shengzhou,392
life,shangyu,678
life,shengsi,71
life,daishan,89
life,haiyan,256
life,jiashan,700
life,tongxiang,955
life,haining,651
life,pinghu,439
life,anji,481
life,deqing,406
life,changxing,540
life,chunan,308
life,jiande,275
life,xiandu,0
life,putuoshan,52
life,zhujiajian,58
life,hengdian,211
life,moganshan,39
life,yandangshan,80
life,tianmushan,50
life,qiandaohu,224
life,fuchunjiang,31
life,wuzhen,88
life,xitang,258
life,xiangshan,380
life,ninghai,453
life,cangnan,798
life,pingyang,548
life,yueqing,1037
life,ruian,1118
life,yongkang,735
life,zhuji,1065
life,tonglu,446
life,fuyangfy,698
life,linan,588
life,yuyao,961
life,fenghua,436
life,cixi,1157
life,yiwu,1852
life,lishui,1539
life,quzhou,1693
life,zhoushan,1185
life,huzhou,2993
life,shaoxing,4156
life,jinhua,6441
life,zhejiangtaizhou,5023
life,wenzhou,7354
life,jiaxing,4650
life,ningbo,8782
life,hangzhou,13057
life,jurong,487
life,danyang,747
life,yangzhong,243
life,haian,375
life,rudong,256
life,rugao,538
life,tongzhou,615
life,qidong,460
life,haimen,506
life,xinghua,535
life,jiangyan,422
life,taixing,536
life,baoying,326
life,jianhu,303
life,xiangshui,160
life,binhai,267
life,funing,280
life,sheyang,213
life,dafeng,275
life,dongtai,327
life,lianshui,252
life,hongze,182
life,xuyi,250
life,jinhu,169
life,sihong,328
life,siyang,295
life,shuyang,626
life,guannan,200
life,donghai,504
life,guanyun,229
life,ganyu,387
life,fengxian,278
life,peixian,247
life,szsuining,351
life,xinyi,315
life,pizhou,376
life,gaoyou,470
life,jiangdu,723
life,yizheng,594
life,tongli,95
life,luzhi,104
life,tianmuhu,62
life,zhouzhuang,69
life,liyang,720
life,jintan,555
life,jingjian,472
life,yixing,1133
life,jiangyin,1635
life,taicang,701
life,wujiang,1405
life,zhangjiagang,1230
life,changshu,1166
life,kunshan,2702
life,suqian,2302
life,yancheng,3233
life,taizhou,2891
life,lianyuangang,2606
life,huaian,2462
life,zhenjiang,3175
life,nantong,4211
life,xuzhou,4530
life,changzhou,6435
life,wuxi,8294
life,yangzhou,5136
life,suzhou,13974
life,nanjing,9568
life,zhoucun,363
life,linzi,411
life,zichuan,356
life,xuecheng,411
life,shidao,167
life,mouping,302
life,hekou,80
life,boshan,275
life,dongming,90
life,juancheng,52
life,yunchengxian,122
life,juye,137
life,danxian,195
life,chengwu,89
life,dingtao,54
life,caoxian,192
life,zouping,257
life,boxing,173
life,zhanhua,60
life,wudi,88
life,yangxin,70
life,huimin,123
life,dongping,143
life,ningyang,116
life,feicheng,264
life,xintai,372
life,liangshanxian,159
life,sishui,101
life,wenshang,201
life,jiaxiang,169
life,jinxiang,208
life,yutai,103
life,weishan,145
life,zoucheng,429
life,yanzhou,356
life,qufu,314
life,tengzhou,935
life,linshu,114
life,yinan,154
life,feixian,141
life,pingyi,102
life,mengyin,85
life,yishui,204
life,junan,97
life,cangshan,135
life,tancheng,92
life,juxian,237
life,wulian,126
life,rushan,215
life,changdao,59
life,zhaoyuan,401
life,penglai,328
life,laizhou,503
life,laiyang,308
life,liukou,557
life,haiyang,333
life,qixia,180
life,cangle,274
life,linqu,255
life,shouguang,573
life,zhucheng,424
life,qingzhou,488
life,gaomi,419
life,cangyi,265
life,anqiu,222
life,yiyuan,165
life,gaoqing,116
life,huantai,267
life,guangrao,223
life,lijin,69
life,kenli,111
life,qingyun,57
life,ningjin,75
life,linyixian,120
life,qihe,92
life,wucheng,124
life,xiajin,120
life,pingyuan,116
life,lingxian,102
life,yucheng,146
life,leling,81
life,gaotang,117
life,guanxian,83
life,donga,76
life,chiping,166
life,xinxian,109
life,yanggu,103
life,linqing,99
life,shanghe,91
life,jiyang,115
life,pingyin,91
life,wendeng,515
life,rongcheng,518
life,zhangqiu,431
life,laiwu,620
life,heze,1594
life,liaocheng,1658
life,binzhou,1515
life,dezhou,2061
life,zaozhuang,2412
life,rizhao,1736
life,dongying,1502
life,jining,3443
life,linyi,3393
life,zibo,3593
life,taian,2273
life,weifang,4833
life,weihai,3004
life,yantai,5352
life,jinan,6213
life,jiancang,94
life,qingdao,9810
life,suizhong,214
life,xingcheng,217
life,jzyixian,82
life,heishan,98
life,beining,121
life,linghai,222
life,panshan,69
life,dawa,242
life,gaizhou,197
life,dashiqiao,282
life,kuandian,116
life,donggang,275
life,fengcheng,249
life,xiuyan,127
life,taianxian,145
life,haicheng,624
life,liaoyangxian,38
life,dengta,153
life,huanren,115
life,benxixian,187
life,fsqingyuan,88
life,xinbin,77
life,lnfushunxian,23
life,cangtu,82
life,xifeng,81
life,tielingxian,199
life,kaiyuan,287
life,diaobingshan,123
life,fuxinxian,118
life,zhangwu,117
life,kalaqinzuiyi,51
life,jianping,96
life,chaoyangxian,12
life,lingyuan,119
life,beipiao,59
life,fakun,91
life,kangping,82
life,liaozhong,158
life,xinmin,240
life,changhai,80
life,zhuanghe,345
life,pulandian,285
life,wafangdian,618
life,chaoyang,775
life,tieling,1211
life,fuxin,1112
life,benxi,1536
life,panjin,1236
life,liaoyang,1200
life,huludao,1192
life,dandong,1332
life,yingkou,1814
life,fushun,1872
life,jinzhou,1590
life,anshan,2721
life,dalian,8815
life,shenyang,9568
life,antu,88
life,wangqing,71
life,heliu,45
life,liujing,62
life,dunhua,119
life,tumen,79
life,chengbai,38
life,linjian,56
life,liuhe,134
life,jingyu,59
life,huinan,86
life,fusong,185
life,tonghuaxian,65
life,jianshi,51
life,dongliao,29
life,dongfeng,115
life,yitong,70
life,lishu,72
life,gongzhuling,189
life,shuangliao,118
life,yongjixian,82
life,shulan,99
life,huadian,113
life,jiaohe,136
life,panshi,99
life,qianguoerluo,153
life,qiananxian,50
life,changling,138
life,fuyu,73
life,tongyu,107
life,zhenlai,129
life,taonan,73
life,daan,96
life,nongan,145
life,yushushi,180
life,jiutai,119
life,dehui,162
life,meihekou,215
life,huichun,230
life,changbaishan,49
life,yanji,730
life,baicheng,858
life,liaoyuan,505
life,baishan,864
life,tonghua,951
life,siping,1019
life,songyuan,894
life,yanbian,1424
life,jilin,2316
life,changchun,4864
life,mohe,51
life,tahe,26
life,huma,32
life,suileng,110
life,mingshui,28
life,qingan,81
life,qinggang,32
life,lanxixian,66
life,wangkui,47
life,hailun,90
life,zhaodong,132
life,anda,118
life,linkou,54
life,dongning,97
life,ningan,151
life,hailin,171
life,suifenhe,140
life,muleng,76
life,jidong,82
life,mishan,121
life,hulin,73
life,raohe,43
life,youyi,59
life,sysjixianxian,95
life,fuyuan,25
life,baoqing,123
life,tangyuan,30
life,huachuan,51
life,huanan,67
life,fujin,146
life,tongjiang,79
life,jiayin,39
life,tieli,128
life,suibin,61
life,luobei,146
life,duerbote,78
life,lindian,52
life,zhaoyuanxian,73
life,zhaozhou,84
life,xunke,17
life,nengjian,110
life,sunwu,42
life,wudalianchi,59
life,beian,84
life,baiquan,78
life,kedong,29
life,keshan,35
life,fuyuxian,51
life,gannan,59
life,tailai,58
life,yian,59
life,longjiang,133
life,nehe,116
life,boli,108
life,bayan,94
life,binxian,91
life,yabuli,45
life,suihua,1144
life,shuangyashan,615
life,yichun,584
life,hegang,574
life,qitaihe,470
life,daxinganling,212
life,jixi,791
life,jiamusi,1025
life,qiqihaer,1780
life,mudanjiang,1550
life,heihe,498
life,daqing,1614
life,haerbin,5903
life,ejinaqi,29
life,ayouqi,34
life,azuoqi,142
life,zhenglanqi,33
life,zhengbaiqi,24
life,xianghuangqi,20
life,taipusiqi,27
life,xiwuqinqi,81
life,dongwuqinqi,64
life,suyouqi,34
life,suzuoqi,22
life,abagaqi,32
life,zhalaiteqi,72
life,keyouzhongqi,57
life,keyouqianqi,29
life,siziwangqi,53
life,chayouhouqi,30
life,chayouzhongqi,18
life,chayouqianqi,330
life,hangjinhouqi,101
life,wuhouqi,21
life,wuzhongqi,51
life,wuqianqi,117
life,chenhuyouqi,22
life,chenhuzuoqi,17
life,chenhuqi,14
life,ewenkeqi,43
life,elunchunqi,56
life,molidawaqi,38
life,arongqi,59
life,yijinqi,68
life,wushenqi,47
life,hangjinqi,30
life,eqi,77
life,eqianqi,20
life,zhungeerqi,93
life,dalateqi,104
life,zhaluteqi,87
life,naimanqi,103
life,kulunqi,57
life,kezuohouqi,84
life,kezuozhongqi,115
life,aohanqi,67
life,keqinqi,50
life,wenteqi,79
life,ketengqi,67
life,bayouqi,76
life,bazuoqi,82
life,aluqinqi,79
life,daerhanqi,22
life,tuyouqi,76
life,tuzuoqi,96
life,duolun,41
life,erlianhaote,130
life,tuquan,79
life,aershan,28
life,dengkou,50
life,wuyuanxian,66
life,liangcheng,21
life,xinghe,38
life,shangdu,48
life,huade,22
life,zhuozi,32
life,fengzhen,111
life,eerguna,72
life,genhe,32
life,yakeshi,144
life,zalantun,140
life,manzhouli,310
life,kailu,128
life,huolinguole,114
life,linxixian,83
life,ningcheng,147
life,guyang,28
life,qingshuihe,11
life,helingeer,57
life,wuchuanxian,40
life,tuoketuo,40
life,wulanhaote,309
life,xilinhaote,341
life,wulanchabu,842
life,alashan,205
life,xilinguole,849
life,bayannaoer,928
life,xingan,574
life,wuhai,537
life,tongliao,1345
life,eerduosi,912
life,chifeng,1784
life,hulunbeier,1353
life,baotou,2167
life,huhehaote,3009
life,ruichengxian,63
life,pingluxian,44
life,xiaxian,57
life,hengquxian,67
life,jiangxian,67
life,xinjiangxian,42
life,jishanxian,48
life,wenxixian,82
life,wanrongxian,55
life,yclinyixian,154
life,hejin,179
life,yongji,107
life,shilou,7
life,jiaocheng,69
life,jiaokou,21
life,lanxian,19
life,liulin,64
life,fangshan,11
life,linxian,42
life,xingxian,11
life,zhongyang,22
life,wenshui,62
life,fengyang,121
life,xiaoyi,234
life,fenxi,17
life,xixian,31
life,yonghe,8
life,daning,1
life,puxian,22
life,xiangning,34
life,lfjixian,16
life,fushan,26
life,anzhe,15
life,guxian,20
life,hongdong,130
life,xiangfen,101
