category,city,cnt
life,yichengxian,75
life,quwo,50
life,huozhou,121
life,houma,266
life,lingshi,82
life,pingyao,165
life,qixian,65
life,taigu,116
life,shouyang,57
life,xiyang,35
life,heshun,42
life,zuoquan,62
life,yushe,27
life,jiexiu,173
life,pianguan,17
life,baode,21
life,hequ,18
life,kelan,6
life,wuzai,29
life,shenchi,9
life,jingle,14
life,fanzhi,53
life,daixian,38
life,ningwu,27
life,wutai,46
life,dingxiang,54
life,yuanping,136
life,lingchuan,44
life,yangcheng,281
life,qinshui,52
life,zhezhou,57
life,gaoping,106
life,qinyuan,32
life,qinxian,31
life,wuxiang,28
life,changzi,45
life,huguan,46
life,licheng,29
life,pingshun,8
life,tunliu,42
life,xiangyuan,105
life,changzhixian,72
life,lucheng,73
life,yuxian,95
life,pingding,62
life,datongxian,34
life,zuoyun,15
life,hunyuan,40
life,lingqiu,24
life,guangling,22
life,tianzhen,21
life,yanggao,42
life,huairen,158
life,youyu,15
life,yingxian,34
life,shanyin,49
life,loufan,17
life,yangqu,21
life,qingxu,117
life,gujiao,65
life,lvliang,937
life,yangquan,675
life,shuozhou,667
life,jincheng,1015
life,yuncheng,2001
life,xinzhou,805
life,changzhi,1168
life,linfen,1958
life,jinzhong,1416
life,datong,1412
life,taiyuan,4136
life,rongchengxian,57
life,quzhouxian,48
life,hdweixian,62
life,guantao,52
life,guangping,23
life,jizhe,26
life,qiuxian,37
life,yongnian,186
life,feixiang,59
life,cixian,144
life,shexian,106
life,daming,59
life,chengan,85
life,linzhang,59
life,handanxian,49
life,wuan,221
life,linxi,28
life,qinghe,55
life,xtweixian,65
life,pingxiangxian,53
life,guangzong,39
life,xinhe,41
life,julu,60
life,ningjing,124
life,nanhe,61
life,renxian,51
life,longrao,69
life,boxiang,18
life,neiqiu,50
life,lincheng,25
life,xingtaixian,90
life,shahe,124
life,nangong,54
life,mengcun,50
life,xianxian,89
life,wuqiao,63
life,nanpi,37
life,suning,87
life,yanshan,88
life,haixing,51
life,dongguang,105
life,qingxian,147
life,cangxian,42
life,hejian,164
life,huanghua,217
life,renqiu,186
life,botou,149
life,fucheng,41
life,jingxian,76
life,gucheng,114
life,anping,113
life,raoyang,44
life,wuqiang,51
life,wuyi,69
life,zaoqiang,109
life,shenzhou,79
life,jizhou,97
life,lixian,52
life,boye,37
life,fuping,36
life,quyang,72
life,xiongxian,69
life,anxin,90
life,gaoyang,92
life,laishui,97
life,wangdu,45
life,tangxian,62
life,shunping,56
life,dingxing,79
life,laiyuan,77
life,xushui,103
life,bdyixian,107
life,bdqingyuan,84
life,mancheng,106
life,gaopaidian,236
life,anguo,101
life,zhuozhou,274
life,dingzhou,218
life,dachang,48
life,wenan,89
life,cangli,176
life,weichang,114
life,kuancheng,89
life,fengning,158
life,longhua,66
life,luanping,76
life,pingquan,99
life,xinglong,120
life,chengdexian,125
life,chongli,45
life,chicheng,44
life,zhuolu,50
life,huailai,150
life,wanquan,52
life,huaianxian,29
life,yangyuan,29
life,weixian,123
life,shangyi,13
life,guyuanxian,39
life,kangbao,10
life,zhangbei,121
life,xuanhua,17
life,zhaoxian,88
life,yuanshi,121
life,pingshan,194
life,wuji,78
life,zanhuang,67
life,shenzhe,60
life,gaoyi,52
life,lingshou,48
life,xingtang,109
life,luancheng,132
life,zhengding,264
life,jingjing,65
life,luquan,178
life,xinle,117
life,jinzhoushi,104
life,gaocheng,200
life,xinji,224
life,nandaihe,49
life,hengshui,1361
life,zhangjiakou,1801
life,cangzhou,2131
life,chengde,1443
life,xingtai,1632
life,tangshan,4170
life,langfang,2301
life,handan,2815
life,qinhuangdao,2142
life,baoding,3834
